カテゴリ,略称,タイトル,学会,著者所属,Paper URL,Website URL,タスク,Domain,ロボット,Training,Evaluation,Modality,Dataset,Backbone,Action Generation,概要
"Hierarchical, Planning",CLIP-RT,CLIP-RT: Learning Language-Conditioned Robotic Policies from Natural Language Supervision,RSS,Seoul National University,https://arxiv.org/abs/2411.00508,https://clip-rt.github.io/,Manipulation,Tabletop,"Simulation, UR5",Self-Supervised,LIBERO,"Language, Vision",Open-X-Embodiment,CLIP,Primitive,自然言語の指示のみを用いてロボットデータを収集・拡張するフレームワークと、自然言語ベースのモーションプリミティブを対照的模倣学習で学習するビジョン・言語・行動（VLA）モデルCLIP-RTを提案する。実際のUR5およびシミュレーションにおいて、SOTA（OpenVLA）と比較して24％高い成功率と7倍少ないパラメーターで、優れた一般化・適応・協業能力を示した。
End-to-End,ECoT-Lite,Training Strategies for Efficient Embodied Reasoning,,"Physical Intelligence, Stanford University, UC Berkeley",https://arxiv.org/abs/2505.08243,https://ecot-lite.github.io/,Manipulation,Tabletop,"Simulation, WidowX",Supervised,"BridgeV2, LIBERO","Language, Proprioception, Vision","BridgeV2, LIBERO",MiniVLA,"Autoregressive, Discrete Token","ECoT-Liteは、CoT推論を必要とせずに推論ベースのポリシーの汎化性能をほぼ維持しつつ、推論事前学習やドロップアウトなどのシンプルな学習手法のみでリアルタイム性も確保したロボットポリシー学習手法です。
主要な手法：推論事前学習、推論ドロップアウトによる表現強化と推論の高速化
"
"Affordance, Hierarchical, Prediction",A_0,A0: An Affordance-Aware Hierarchical Model for General Robotic Manipulation,,China,https://arxiv.org/abs/2504.12636,https://a-embodied.github.io/A0/,Manipulation,Tabletop,"Dobot, Franka Emika Panda, Kinova Gen3, Realman","Self-Supervised, Supervised",,"Depth, Language, Vision","DROID, HOI4D, ManiSkill, PixMo-One-Point","Qwen2.5-VL, SigLIP",Diffusion,"ロボット操作のための階層的アフォーダンス認知拡散モデル（A0）を提案し、オブジェクト中心の接触点と軌跡予測を通じて、多様なプラットフォームに汎用可能なエンボディメント非依存型アフォーダンス表現を学習する。
100万件の接触点データによる事前学習、位置オフセットアテンションなどにより、複雑な実際のタスクにおいて最先端（SOTA）の性能を達成し、ロボット/タスクの汎用性・効率性ともに優れている。"
"End-to-End, Tactile",VTLA,VTLA: Vision-Tactile-Language-Action Model with Preference Learning for Insertion Manipulation,,China,https://arxiv.org/abs/2505.09577,https://sites.google.com/view/vtla,"Manipulation, Peg-in-Hole","Assembly, Tabletop",UR3,"DPO, Supervised",,"Language, Tactile, Vision",VTLA,Qwen2-VL,Autoregressive,"ビジョン-触覚-言語統合政策モデル（VTLA）を提案し、シミュレーションベースの学習とDPOベースのプレファレンス学習を通じて、実際の接触組み立て（ペグ・イン・ホール）において95％以上のsim2real成功率を達成しました。
主要な手法：ビジョンガイド型時系列トークン、DPOベースのプレファレンス学習、マルチモーダルデータドメインランダム化。"
"End-to-End, Hierarchical",OneTwoVLA,OneTwoVLA: A Unified Vision-Language-Action Model with Adaptive Reasoning,,"Shanghai Artificial Intelligence Laboratory, Tsinghua University",https://arxiv.org/abs/2505.11917,https://one-two-vla.github.io/,"Bi-manual, Manipulation","Kitchen, Tabletop","AgileX, Franka Emika Panda",Supervised,,"Language, Proprioception, Vision",,,,"OneTwoVLAは、推論と行動を適応的に切り替える統合型VLAモデルであり、手動による推論アノテーションと大規模な合成ビジョン・言語データによるコトレーニングを通じて、長期計画、エラー回復、相互作用、一般化において優れた性能を発揮します。
従来のデュアルシステムモデルの限界を克服し、推論と行動を両立させる適応型フレームワークと合成エンボディッド推論データパイプラインを提案した点が、本手法の核心です。"
End-to-End,InSpire,InSpire: Vision-Language-Action Models with Intrinsic Spatial Reasonin,,China,https://arxiv.org/abs/2505.13888,https://koorye.github.io/proj/Inspire/,Manipulation,Tabletop,"AgileX, Simulation",Supervised,LIBERO,"Language, Vision",LIBERO,"MiniVLA, Pi0, Qwen2.5-VL","Autoregressive, Discrete Token","InSpireは、「ロボットと対象物の方向」に関する質問を挿入することで、VLAが本質的な空間関係に注目するようにし、追加のデータなしで既存のVLAの一般化性能を効果的に向上させるプラグイン方式の手法です。
シミュレーションとリアルロボット実験の両方で、SOTA（最先端技術）と比較して明確な成功率の向上効果を示しています。"
"End-to-End, Tactile",ForceVLA,ForceVLA: Enhancing VLA Models with a Force-aware MoE for Contact-rich Manipulation,,"National University of Singapore, Shanghai Jiao Tong University, Shanghai University",https://arxiv.org/abs/2505.22159,https://sites.google.com/view/forcevla2025,"Manipulation, Peg-in-Hole","Assembly, Tabletop",Flexiv Rizon,Supervised,,"Language, Proprioception, Tactile, Vision",ForceVLA,"PaliGemma, SigLIP",Flow Matching,"力センサー信号をモダリティとして統合するMixture-of-Experts（MoE）ベースのForceVLAを提案し、視覚・言語・力融合ポリシーをエンドツーエンドで学習することで、接触が豊富な操作において既存手法比で平均23.2%向上した性能を達成しました。
手法：π0 VLAアーキテクチャを基盤に、FVLMoE（力感知型MoE）による後段融合（late fusion）およびリアルタイム力フィードバックルーティングを実施。Flexiv Rizon 7-DOFロボット（適応型グリッパー＋力センサー）を用いて、5つの実際の操作タスク実験を実施しました。"
"End-to-End, Hierarchical, Humanoid",Hume,Hume: Introducing System-2 Thinking in Visual-Language-Action Model,,"Shanghai Artificial Intelligence Laboratory, Shanghai Jiao Tong University, Zhejiang University",https://arxiv.org/abs/2505.21432,https://hume-vla.github.io/,"Bi-manual, Manipulation","Kitchen, Tabletop","AgiBot G1, Franka Emika Panda, Simulation, WidowX","RL, Supervised","LIBERO, SIMPLER","Language, Proprioception, Vision",Open-X-Embodiment,"DINOv2, PaLI",Flow Matching,"価値に基づくアクション候補サンプリングと連続デノイジング（cascaded denoising）を組み合わせたデュアルシステムVLAモデルにより、遅い思考（System-2）と速い反応（System-1）を非同期的に結合し、複雑なロボット操作においてSOTAを達成。
主要な手法：Value-guided Best-of-Nサンプリング + 非同期的cascadedアクションデノイジング。"
"Hierarchical, Planning",Agentic Robot,Agentic Robot: A Brain-Inspired Framework for Vision-Language-Action Models in Embodied Agents,,"Harvard University, MIT, Shanghai Jiao Tong University",https://arxiv.org/abs/2505.23450,https://agentic-robot.github.io/,Manipulation,,Simulation,"LoRA, Supervised",LIBERO,"Language, Vision",LIBERO,"GPT, OpenVLA, Qwen2.5-VL",Autoregressive,SAPという標準化されたプロトコルを用いて、プランナー（大規模LLMベースのサブゴール分解）、実行機（VLA）、検証機（VLM）を構造化し、サブゴールごとの進行・検証・復旧を反復する閉ループ脳型ロボットシステムを提案する。ロング・ホライズン操作におけるエラーの蓄積防止とリアルタイム復旧により、SOTA性能を達成する。
End-to-End,TrackVLA,TrackVLA: Embodied Visual Tracking in the Wild,,Peking University,https://arxiv.org/abs/2505.23189,https://pku-epic.github.io/TrackVLA-web/,Navigation,"Indoor, Outdoor","Simulation, Unitree Go1",Supervised,"EVT-Bench, Gym-UnrealCV, Habitat","Language, Vision","ActivityNet, EVT-Bench, MovieChat, PANDA, SYNTH-PEDES","EVA-CLIP, Vicuna",Diffusion,"TrackVLAは、ビジョン・言語・行動（VLA）モデルであり、大規模な認識およびロボット追跡データを活用してターゲット認識と経路計画を統合学習し、現実世界の動的環境においてゼロショット頑健な視覚追跡を実現しました。

言語モデリング（ヘッド）とアンカーベースの拡散軌道計画（ヘッド）を組み合わせ、170万サンプルの共同学習とEVT-Benchベンチマークにおいて最高性能を示しています。"
End-to-End,SwitchVLA,SwitchVLA: Execution-Aware Task Switching for Vision-Language-Action Models,,China,https://arxiv.org/abs/2506.03574,https://switchvla.github.io/,"Bi-manual, Manipulation",Tabletop,"Franka Emika Panda, Simulation",Supervised,LIBERO,"Language, Proprioception, Vision",LIBERO,"BART, DaViT, Florence-2",Flow Matching,"SwitchVLAは、ビジョン・言語・行動ロボットがリアルタイムのコマンド変更に対応し、接触状態とコマンド履歴を利用してForward/Advance/Rollback行動を条件付きで生成するポリシーを学習する実行認識型タスクスイッチングフレームワークです。
別途スイッチデータなしで既存のデモのみで学習し、既存のVLAと比較して実機およびシミュレーションの両方で滑らかで頑強なタスク切り替え性能を示します。"
"3D, End-to-End",OG-VLA,OG-VLA: 3D-Aware Vision Language Action Model via Orthographic Image Generation,,"Georgia Tech, NVIDIA, University of Southern California",https://arxiv.org/abs/2506.01196,https://og-vla.github.io/,Manipulation,Tabletop,"Franka Emika Panda, Simulation",Supervised,"ARNOLD, Colosseum","Depth, Language, PointCloud, Vision","ARNOLD, Colosseum","ImageBind, StableDiffusion, Vicuna, X-VILA",Image Generation,"OG-VLAは、マルチビューRGBD入力を3Dポイントクラウドに統合し、正射影画像に変換した後、LLMと画像拡散モデルを用いてキーフレームアクションをヒートマップ形式で予測する3D対応型VLAポリシーです。
この手法は、少ないデータでも従来の方法に比べて未知のコマンド/シーン/物体の一般化と精密な3D操作において優れた性能を発揮します。"
End-to-End,LoHoVLA,LoHoVLA: A Unified Vision-Language-Action Model for Long-Horizon Embodied Tasks,,Shanghai Jiao Tong University,https://arxiv.org/abs/2506.00411,,Manipulation,Tabletop,Simulation,Supervised,RAVENS,"Depth, Language, Vision",LoHoSet,"PaliGemma, SigLIP","Autoregressive, Discrete Token","LoHoVLAは、高水準のサブタスク計画と低水準のアクション予測を単一のVLAモデル（PaliGemmaベース）に統合し、階層的クローズドループ制御を適用することで、長期タスクにおいて従来の手法に比べてより優れた性能と汎化性を実現しました。
（手法：大規模VLMベースの言語・アクション同時生成、失敗時の自動再計画、シミュレーターによる大規模データセットの構築）"
"End-to-End, Prediction",Unified Video Action Model,Unified Video Action Model,RSS,Stanford University,https://arxiv.org/abs/2503.00200,https://unified-video-action-model.github.io/,Manipulation,Tabletop,"AgileX, Simulation","Self-Supervised, Supervised",LIBERO,"Language, Vision",UMI,CLIP,Diffusion,ビデオとアクションを統合して潜在的に学習し、推論時にアクションのみを高速に生成するデカップルド拡散構造およびマスキングベースの多機能学習方式を提案する。ロボットポリシー、ビデオ予測、ダイナミクスモデルなど、多様なロボット応用において単一のモデルで最先端（SOTA）性能を達成する。
"End-to-End, RL",VLA-RL,VLA-RL: Towards Masterful and General Robotic Manipulation with Scalable Reinforcement Learning,,"Nanyang Technological University, Tsinghua University",https://arxiv.org/abs/2505.18719,https://github.com/GuanxingLu/vlarl,Manipulation,Tabletop,Simulation,RL,LIBERO,"Language, Vision",LIBERO,"DINOv2, LLaMA2, OpenVLA, SigLIP","Autoregressive, Discrete Token","VLA-RLは、事前学習されたVLA（例：OpenVLA-7B）にオンライン強化学習とロボットの過程報酬モデル（reward model）、カリキュラム学習などの実装手法を適用し、多様なロボット操作タスクの汎化性能を大幅に向上させたフレームワークです。
LIBEROベンチマークにおいて4.5%の性能向上を実現し、既存の商用モデルと類似した性能を達成しました。"
